Author,Text,Rating,NormalizedRating
Chienling You,Food quality is well and a variety of selection offering at the lounge. I enjoy the noodle bar and also dim sum. Staff are friendly and often look around to see if passenger need to be taken care of. The sleeping room is quiet to take a rest. The seat area like small balcony giving a room of privacy.,6,2.116795586
Russ King,This lounge is a room nothing more! Four serving people hovered around a minimal amount of stewed food totally disinterested. Only sweet was ice-cream at the other end of the lounge. It didn't even have a flight screen! No place to leave luggage unlike some other BA lounges. Food was terrible: tough and tasteless. In the end I went to the Qantas lounge - you are allowed there and they were wonderful - they have a chef to cook for you. BA's lounge is a disgrace no views of the apron - only of arrival lounge/immigration. Haphazard boarding meant long queues and no fast-track so a long wait at the gate security.,2,-1.015756808
R Vines,This lounge is generally OK but it wasn't when I arrived late morning on Sunday. It was overcrowded overheated and unpleasant. Most newspapers were unavailable. Having paid hundreds of pounds extra to fly Business on holiday I left immediately and ended up in a Cafe Rouge. I realize that lounges get busy at certain times of day but I don't understand why conditions need to be worse than at your average Starbucks or even (on this occasion) CafÃ© Rouge. I suggested to BA that they give me a refund. They said they valued my loyalty but no. Oh well. Fortunately the flight was good but I am assuming lounges are taken into consideration when evaluating airlines for stars and recent lounge experiences have made me wonder if BA's four stars might be too generous.,2,-1.015756808
Jan Fenn,What a shock. The lounge was dated in Poor disrepair and quite frankly grim. It needs refurbishing badly and it was way too small for the number of travellers using it. The No  Lounge is way better but they could learn a lot by visiting the Virgin lounge at Heathrow - it Is a million times better. BA need to buck their ideas up here!,2,-1.015756808
A Vasquez,Very ordinary. Feels like it is in the dungeons of the airport. Limited selection of food drinks. More entertainment available within the terminal.,3,-0.232618709
Simon Hirsch,Showers were good with nice extras. Did not find any computers would appear they only provide wifi. Asked for a cabana but told that's only available in the first section of The Wing. Overall quiet pretty spacious and well positioned.,4,0.550519389
R Glantz,Very basic. Overheated. No shower. No fresh fruit or vegetables. No muffins cookies or crackers. Limited selection of indifferent hot food. Both coffee machines were broken.,3,-0.232618709
R Glantz,The lounge is on two levels. While the lower floor is noisier it has a good noodle soup bar. On balance the lounge is acceptable but not as good as most other business class lounges.,3,-0.232618709
Tachiyama Keisuke,Food quality is very superb. I love the noodle bar. The dim sum selection and beverage selections are plentiful. The shower rooms are very nice. There is plenty of room downstairs although as others have stated it can get extremely busy at night when the flights to North America and Australia are leaving.,4,0.550519389
D Arter,Despite having a BA Business Class ticket I was declined admittance to the Business Class Lounge! The (very helpful polite and just lovely) lady at the BA Customer Service Counter informed my that my ticket wasn't the right type of Business Class ticket to gain access to the lounge. Given the fact I have a One World First Class around the world ticket I have to ask what exactly is an acceptable ticket! The gentleman at the Business Class counter (also terribly polite and most sympathetic and helpful) informed me that QANTAS Frequent Flyer Club members are no longer allowed in the BA Lounge as they no longer pay BA for the privilege! British Airways pick up your game.,1,-1.798894906
N Berry,Great lounge relaxing and food generally good - have noticed cuts in premium spirits crisps and total lack of decent magazines which is a shame as BA makes all it's profit out of its business class passengers.,4,0.550519389
Bill Atkins,I would agree that this lounge is often overcrowded and looks rather frayed now. Staff were friendly on my visit and quick to offer service. Table service good though food selection has lost its shine compared to a couple of years ago.,3,-0.232618709
Peter Van,Cathay Pacific Lounges at HK International Airport used to be a benchmark but have lost their edge over past  years. Overcrowded with wear and tear generally showing throughout. Noodle bars in Business Class lounge or seated dining area okay if you can get a table. Most of the times better to grab a bite to eat outside and use the chairs available at the gates. Cathay needs to take care of premium customers better or accept losing clients.,2,-1.015756808
J Johnson,Just a dreadful experience. The staff was discourteous rude. They ignored my plea for help to correct the wireless problems claiming they could not speak English or help me. It was as if I was troubling their time when I was flying first transpacific and waiting for another lengthy flight onward. The shower was clean if basic. The buffet food sub-par. The lounge looks unclean and tired and not worthy of first class.,1,-1.798894906
Brian Smith,The food is varied with hot Thai dishes fresh fruit sandwiches cakes and many drink options including fresh young coconut. The flight was delayed and though we were given a coupon for a meal in the terminal there was no need to use it with what was on offering the lounge. The wifi worked but the two computers with Thai keyboards in their business area did not. Friendly and efficient staff. Only complaint is that there is no toilet in the lounge.,4,0.550519389
Brian Smith,Decent food and drink options but nothing spectacular. Comfortable and in a convenient location. The front desk staff does not have a computer connected to the reservations system so the poor attendant could not do anything besides check to see if we were legitimate to enter or not.,4,0.550519389
H Koher,Not a fan. It was very crowded as I arrived for a late flight to Taipei. Hard backed chairs no couches or lounge chairs of any type. Very limited plugs to recharge electronics. There was a piece of paper taped to the beverage machine showing some complex code to get access to the wifi even when entered it didn't work luckily got on via the Air France lounge which must be close by. Limited beverage choices. Very bad food. Tiny albeit functional bathroom. If I had known how bad it was I would have stayed in the Delta lounge in the domestic terminal.,2,-1.015756808
Kevin Tunnicliffe,Excellent lounge from which BA could learn a great deal. Very comfortable seating with good views of the apron and runways and superb food. The food was fresh and delicious with a station cooking rice or noodle stir fry dishes to order. Maybe the best hot food in an airport lounge I have ever experienced.,4,0.550519389
P Alderson,I was allowed access as I had just travelled to Heathrow with BA in First. My excitement at being allowed into this hallowed space was short lived. It looked congested and untidy. The service for anything from a full meal to a glass of water is waiter only. Empty glasses and used plates were waiting to be cleared from a lot of the tables. As I had only recently eaten on the inbound flight I did not bother to order any food but still tried one of the booths in the dining area which seemed reasonably comfortable and private. I moved to sit 'outside' on the balcony overlooking the departures area as it felt less claustrophobic. After waiting  minutes for a coffee I quickly drank it and went to the First/Gold lounge which had a more comfortable and relaxing ambience.,3,-0.232618709
T Cho,Maybe it was the time I visited this lounge but there were so many passengers entering but not enough seats. After walking around for  minutes with my wife and daughter I was finally able to secure some seats. Granted the area around the seat had not been cleaned for a while which resulted in heaps of dirty plates and glasses. With seats secured I waited to see if anyone would clean up the plates/glasses. Someone did arrive  minutes later to clean it up. The lounge was chaotic around -pm on a Saturday with way too many people and not enough seats. The noodle bar is always good but the sandwiches and other items were not as good. Good supply of drinks/ beverages. As another poster stated the lounge is really showing wear and tear. It is sad because this lounge and The Pier are the barometer for all other Cathay Pacific lounges. Another gripe I had was the elevator that connects the lounge to the departure gates way too small and slow. If I was in a rush I probably would have missed my flight despite it only being  minutes away at Gate . It may be better to grab a bite to eat outside and enjoy the spacious seats at the gates if the lounge continues to be way it was when I visited.,3,-0.232618709
David Walker,I little dated and old despite the newness of the Airport. Friendly welcoming staff not bad choice of drinks and food. None of the electric sockets worked where I was seated. Not too crowded. Internet and computers available for public use.,3,-0.232618709
James Henderson,Friendly efficient staff compliment a large open plan lounge the looks out over the airport. There is a great little restaurant style noodle bar with a selection of Chinese food but watch out if you are looking for more western cuisine as it is lacking. So to is the selection of drinks which seems to have shrunk in recent years possibly due to cut backs. There is a large room with multiple PC terminals for good reliable internet surfing. Wi-Fi is free and up to par with speed and reliability. Restrooms and Shower cubicles are small and showing a little wear and tear as the years go by. However they are clean! Overall this is a great lounge but slowly starting to show some of its age.,4,0.550519389
Stuart Walker,China Airlines use the Alitalia lounge which give that Rome is their home base the lounge is poor. Why is it that airlines think that putting a lounge where there are no windows is good. Food and drink selection poor seating unimaginative toilets dirty.,2,-1.015756808
Paula Loguda,Very basic seating. No view at all. Food very limited although the noodle bar was good. Shower rooms clean but too complicated. Plenty of computer and internet terminals. In the late evening when the North American and Australian flights are due to leave gets very busy with shortage of seats,3,-0.232618709
P Miller,I had just earned my Silver Executive Club membership and was looking forward to trying out a lounge on my own account without being a guest of one of my better traveled colleagues. Unfortunately my first experience was at one of the lounges at Ben Gurion. It was small crowded and oppressively stuffy. The decor was straight out of the s,,
A Evans,A very small and miserly stocked lounge. No hot food small selection of booze and no espresso.,3,-0.232618709
T Cho,The lounge was small compared to other Cathay lounges I have been at. There was the ever constant noodle bar serving up good food. They had two types of sandwiches (vegetarian and w/ meat) and they had cake + chinese dim sum. Good varieties of drinks including premium liquor and soft drinks. The lounge itself does not compare to the Wing or Pier lounges in HK but for Taipei it provides a nice oasis for travelers to eat and drink prior to their flight. It is a better alternative to the lacklustre duty free that is provided at Taoyuan airport. If there try the beef noodles in soup and not the spicy peanut sauce based noodles. There was free wifi and it was fast as well. Overall a very nice place to spend an hour or two before one's flight.,4,0.550519389
B Stewart,Haven't been to this lounge since before the renovations but what a difference. Great layout with a combination of lounge seating bar and workstations along the lines of other CX lounges and plenty of filtered light. Good food drink and reading material selections.,5,1.333657488
Nick Fortuna,As a Diamond Frequent Flyer I enjoy this lounge quite regularly. And regularly experience the comfort excellent service wonderful showers fantastic staff great catering and the WOEFUL internet connection. Which drops out regularly. It seems three wireless services are available but they seem to drop out randomly without rhyme or reason. Even while typing this the connection failed twice. Not good enough Cathay Pacific.,4,0.550519389
T Holder,Very nice little and quiet lounge right at the back of the terminal. Staff were very attentive. The food wasn't great and neither was the choice just a few sandwiches and biscuits to choose from. The wifi was fast and the lounge was clean. But there was a queue in front of the washrooms because there is pretty limited capacity.,4,0.550519389
Michael Davies,An oasis of calm in what can be a busy terminal . Always plenty of seats with many overlooking the runway. It never seems busy here even though its used by American Airlines and now US Airways. An am departure - good choice of continental breakfast items. Everything you would expect from a lounge.,5,1.333657488
Patrick DuPlessis,Have to say I was rather disappointed with this flagship lounge for Cathay. It seems to have a rather worn appearance the seats were quite tatty and dirty same for carpet areas and staff service was cold at very best. Nicest staff was the lady cleaning the shower rooms! Did not get to use the cabanas this time but found the shower-rooms rather cramped and dull for a first class facility in Asia. Had a snack in the dining room area and whilst it was quite good again I found the staff to be quite offhand and poor. Had problems with wifi but probably my fault and not that of the lounge service here.,3,-0.232618709
F Chan,Large lounge. Reasonably comfortable with ample seating some overlooking the aircraft apron. Many Internet stations in good working condition. Well-stocked with snacks and drinks including Dim Sum and wine. Good selection of magazines and newspapers. Two shower rooms and a few toilet cubicles all in sparkling condition. The lounge is not enclosed but sits open-air one level above the general departure area accessible by escalator and lift.,4,0.550519389
George Forgan-Smith,Not much has changed since my last visit to this lounge. Seats were old and dirty. Food selection was mediocre at best. The redeeming quality of this lounge is the attentiveness and willingness of the staff to help the guests.,4,0.550519389
Gordon Wallace,The new lounge at Glasgow is a vast improvement on the old one very well laid out good selection of food and drinks. Staff on the desk very helpful and the lounge staff very attentive at both replenishing food/drinks as well as clearing used glasses etc away. Top tip sit in the whiskey snug hidden around the back and with no one in it. Only slight draw back is that it's not immediately at the gate but can live with that.,5,1.333657488
Clive Billingham,First time in this Lounge. Very disappointing pm food was curry chilli jacket potato with beans - really inspiring. Tables left dirty for over  minutes.,2,-1.015756808
G Hampton,Lounge is ok but front desk staff are extremely rude and unhelpful. We were travelling with small children and needed a little extra assistance but no such luck. Highlights yet again vast difference in treatment between UK BA lounges and those stateside where your gold card often seems as welcome as tax bill.,3,-0.232618709
Robert Walbeek,"Nice lounge, spacious, clean and cool. Very nice lunch with plenty of choices of cooked food and sandwiches. No alcohol which is a pity because the food deserves a nice glass of red wine.",6,2.116795586
Kenji Masuda,Cathay Pacific really underestimated the frequency of the shower room. It's always more than an hour waiting while I only have  hours transit time.,3,-0.232618709
Tony Hall,Furnishings and refreshments fine for the amount of custom but there were no showers available and the nearby toilets were out of use. The there computers available but the internet connection was extremely poor and very unreliable.,3,-0.232618709
D Larmour,Food quality has gone down especially if you're looking for any protein. Breakfast before transatlantic flight was largely a selection of pastries and other unhealthy options. No cheese no eggs just lots of toast and low quality croissants. The food bar is not well maintained and everything reeks of cheapness and cost cutting from the biscuits and crisps to the wine selection. I asked for cheese and was rudely told there's none available before noon if then. The toilets are often smelly and not clean enough. There is often a queue to get in. It's a shame BA don't realize how this damages their brand. They've been cutting down on meals on board too of course but in the lounges it's really apparent. Hardly worth paying the extra fares,,
D Larmour,Pretty awful. No wifi or printers working. Food minimal and very drab. Quite crowded not much space. Toilets far away outside.,2,-1.015756808
P Hauser,"The best word is ""rudimentary"".  Certainly not even close to anything offered by China Eastern Airlines  peers in Asia, or even airlines from North America.  The lounges were clean, and there was
food and some drinks, but poor. They're very basic in the seating department and rather plain.  Gin and warm tonic water were supplied, but no ice.  Wifi is impossible to connect-to unless one has a Chinese mobile telephone number.  There were no shower facilities available.  We went next-door to the First class lounge, it was pretty much the same as the business class lounge. China Eastern offer a comfortable, professional and pleasant inflight experience in business class.  The lounge experience doesn't even come close.",2,-1.015756808
N Wallace,"Small crowded very . On the bright side no blaring CNN or other stupid American TV ""news"" shows because you're in China! No monitor to check flight details. Announcements are made in sort of English but were so muffled and unintelligible to be useless. Very tired looking and in desperate need of a refit. Staff sort of want to help but don't really know how to.",2,-1.015756808
Pierre van der Poel,What can I say this is so disgusting one would think that China Eastern could ensure that business travellers have a decent lounge at their flagship airport. Very poor wifi and no music or even CNN The lounge is dirty even the walls and chairs are falling apart how embarrassing for a nation that prides themselves on being ahead of the rest of the world clearly not in this arena.,1,-1.798894906
D Stead,Overall extremely disappointing. I used the lounge on a Saturday am - .pm Large lounge with comfortable chairs and free wifi as you would expect little choice of newspapers no phone/tablet charging points. Coffee etc available choice of wines and spirits if you are hungry I suggest you eat beforehand! Hot food consists of toast. Cold food consists of fruit salad plain yoghurt in a large bowl (not single pots) ham and cheddar cheese plus pastries & biscuits. Heathrow has slightly more choice incl hot food.,4,0.550519389
L Shore,The British Airways staff at T certainly didn't go to charm school. Awful choice of food ended up with a jacket potato lounge lacked character and looked dirty. Staff on the entrance uninterested and took no notice of me. The toilets in the business lounge were so dirty I changed my mind about taking a shower!,2,-1.015756808
Alex Guo,This is a domestic first (business) class lounge for China Eastern and Shanghai Airlines. Visited twice in the last  weeks and I'd say that this lounge is below average. No outside view of any kind. Boarding notifications shouted by staff. Stir fries and rice offered during meal time but not delicious and attractive at all. Some salad sandwiches dessert and other snacks available. Soft drinks plenty with some beer and wine. Used plates collected from time to time. Washrooms were clean. Biggest complaint is the wifi - uses public wifi which is extremely slow. Overall I only recommend because it has couches (more comfortable than the benches outside) and provides free drinks and edible food but don't come with high expectations.,3,-0.232618709
K Hart,Very poor lounge. Food is terrible chairs old dirty and uncomfortable. Staff unfriendly. Better to wait at boarding gate.,2,-1.015756808
E Agamennone,I had just become an Eastern Miles Golden Member but did not have the card with me yet. I asked the girl at the entrance of the lounge to let my -month pregnant wife to enter the lounge with me (something I was entitled to as Golden Member) also considering there were only  minutes left before boarding. The staff refused saying they wanted to see the card. I therefore entered the lounge alone: packed as usual (for Chinese it is extremely easy to join the lounge through their credit card membership) some average noodles sandwiches and fruit. I expressly asked the staff to let me know if the gate changed (it happens frequently in China) and they did not do that. Overall the standard terrible China Eastern's service.,2,-1.015756808
G Sims,Not made to feel especially welcome and when we were there at lunchtime there were not many places left to sit. Not crowded but very 'busy'. The hot food surprisingly for me and very strange for foreign visitors was pea soup! That was all - and some weird croutons. Uninspiring salad bar with no 'wow' factor whatsoever and three types of freshly-made sandwiches - ham and cheese chicken prawn with rose-marie sauce. All of them sorry to say utterly tasteless! The good news is thank goodness the excellent wines available and Champagne (for that you have to ask an over-worked but smiling waitress who will eventually bring it to where you are sitting) Usual premium spirits selection with mixers. Toilets (men) were frankly a bit grubby and dated and a tad smelly - not good enough! More like a traditional English pub on a Saturday night. Overall very underwhelmed with the whole experience and compared with other business class lounges at Heathrow and overseas in Middle East down at the bottom of the list - desperately needs upgrading to bring in line with competitors.,3,-0.232618709
J Henson,I visited this lounge on  May . Warm and pleasant welcome on arrival to the lounge. The main lounge is effectively a rectangle with a small annex to one side with some additional seating and tables. Decent selection of English and French language newspapers but a more limited selection of magazines. Wifi worked well - it was easy to connect and I was pleased with the speed. The lounge was relatively quiet when I visited and had a pleasant quiet atmosphere. A menu was available on the food counter but the food selection is fairly limited - all cold food with some meat and some cheese sandwiches available along with nuts crisps cakes fruit and biscuits - I personally thought that although the selection was limited this was satisfactory given that it is a short haul outpost language. Luggage storage available. Toilet located outside lounge. Overall a pleasant (albeit not amazing) place to spend an hour before a flight.,4,0.550519389
D Chamberlain,For such a fantastic potential this remains a disappointing lounge. Wonderful views a very large area pretty good seating light and airy - all good. However: after over an hour in here we are getting the first sign of a cleaner,,
N Bharadwaj,Although the food is decent in terms of quantity and quality the furniture is old and highly uncomfortable. Not many electric plug points for recharge etc. No announcements either.,2,-1.015756808
B Buth,Poor service of staff! Don't think it is their job to inform guests of delays ( hours). Nobody cleans up after departed guests (or way too slowly). Food served is all packaged crackers and cling wrapped sandwiches. Chairs are old - seats in the public area of the terminal are more comfortable.,2,-1.015756808
B Cleary,There are a few lounges located throughout the terminal with easy access to all gates. Attendants were very accommodating and explained the comforts of the lounge and that they would make a boarding call. Many hot appetizers as well as Asian / Western Dishes available. Well stocked bar as well as soft drinks water and tea. Assortment of Asian and English language newspapers. WIFI worked well and the  hours spent in the lounge were very pleasant.,5,1.333657488
Mark Boggis,Food non existent staff unhelpful totally unimpressed. Internet wireless not working correctly either. Can't wait to get on the plane and get out of this hole.,2,-1.015756808
Michael Davies,Both the north and south lounges in TA are superb. Reception staff always friendly despite some miserable people who seem to complain a lot and should be kicked back to the public areas. The lounges are always busy but there are plenty of seats of many types. The showers are excellent staffed by such friendly ladies and whilst there is often a queue to use the toilets they are spotlessly clean. Good choice of food of sandwiches salads and hot items. The lentil and bean curry was spicy and excellent as was the Thai red curry. Two types of perfectly cooked rice or baked potato. Wide range of alcoholic drinks. The wifi is free easy to log on and of good enough speed despite many people using it. And a great view over airport. I always look forward to coming here.,5,1.333657488
A Hickling,Visited the Concorde Room on  May and used it for around ten hours. I stored my hand luggage with the attendant and proceeded to the dining area for breakfast. All food served in this lounge is waiter service and menus are scattered around the lounge for you to choose your selection from and change depending on the time of day. If you visit the First Galleries Lounge opposite the Concorde Room you can request items from their buffet selection and they will be served to you in the Concorde Room. There was a good choice of premium spirits and champagnes as well as teas coffees and soft drinks. I booked one of the private cabanas when I organised my trip which is a dedicated day room with bed TV shower toilet free telephone use and room service. You can request a cabana for a maximum of four hours it's an oasis of calm within an oasis of calm. I also had lunch and afternoon tea there good quality food and friendly and efficient service. I also used the Elemis Spa facilities which can be booked twenty eight days in advance if you are a First passenger. There is also a boardroom style facility to log on to the internet and printers so you need to produce any paperwork. My only criticism is that some of the soft furnishings are beginning to wear slightly.,5,1.333657488
Chris Anderson,Good lounge big and bright very clean I was there at breakfast and a variety of westernish and Chinese hot and cold dishes were available. Good fast wifi available and comfy chairs.,4,0.550519389
Andrew Nethercott,Lounge has been refurbished to include uncomfortable seating used to be a nice comfy lounge. Snacks and drinks not too bad. Not a place to spend  hours (any more).,3,-0.232618709
Chris Anderson,Small lounge close to gate  at terminal  with portable wall surrounds to divide from the rest of the waiting area quite noisy because of the walls and also very busy as were all other lounges. Simple snacks and drinks available plus cold Tsingdao beer and red wine. Not bad for a domestic lounge.,3,-0.232618709
Kevin Tunnicliffe,Smallish lounge shared by several airlines. Very pleasant staff and free bar for BA customers. Excellent showers mediocre food offerings. Other airline users pay for alcoholic beverages.,4,0.550519389
Annabel Wharton,Rome Fiumicino Arrivals Terminal is a nightmare but International Departures Terminal Four is state of the art. Even on the busiest weekend of the yearâ€”canonization of John Paul II and John XIIIâ€”the space was remarkably civilized. The terminal raised expectations for the executive lounge. We were flying Turkish Airlines - in Rome they use British Airways executive lounge. The lounge size is adequate but not much was done with it. Apart from a series of good abstract prints and a series of photographs of architectural details of Rome the space is clinical. Solid blocks of rectilinear grey-beige vinyl sofas and matching chairs suggest that travelers necessarily move in groups of ten -â€“the squares are intimidating for parties of one or two but once these islands are occupied even by a single traveler they become impenetrable by others. One side of the space is plate glass blindingly bright so only half of the seating cells can be comfortably occupied. Especially for travellers suffering from jet lag the initial unsettling affect of the anti-intimate seating and hyper lighting is subtly exacerbated of other details of the ambiance. The floor carpeted in a non-descript blue felt-like substance is not as might be expected flat. Rather it rises and falls in just such a way as to make you stumble. Internet connection is available but requires an inordinately complex set of interventions to access. Once acquired it is difficult to find one of the few plugs that is not already being used by another harried voyager. The culinary experience like the digital environment is disconcerting. We were arrived at  p.. lunchtime. Cereal and yogurt was on offer as well as croissants and cookies. Breakfast apparently lasts all day at the BA lounge. There was a self-serve bar which included red and white wine. The red came in a Bordeaux bottle but it tasted like it had been decanted from a box. Our empty glasses stayed with us during the entirety of our wait.,2,-1.015756808
J Ritchie,Absolutely shocking. Stale and tasteless lumps of bread. Food in fact that I would be more likely to throw out. Disinterested staff. Without doubt with regards to the food on offer this was the worst I'd ever been to. Nothing to do with British Airways incidentally. We were given access by means other than our airline tickets.,2,-1.015756808
Chris Anderson,Pretty good lounge PVG has lounges located at most international gate ares so not overcrowded. Good selection of hot food and snacks when I was there around pm and good bar variety too. Wifi worked well and English papers and magazines available too.,4,0.550519389
M Labanich,More than adequate lounge separate from business class. Hostess helpful and friendly. Electrical outlets for last minute computer/ pda charging are abundant. Nice selection of hot/ cold food both western and Asian,,
R Min,In general this lounge was an average one to all the ones I been to. This lounge was also empty. They had a bad section of food but it tasted okay. The lounge felt and looked boring. The lounge had no internet but it had power points. The bathrooms were good but lacked showers. The staff were friendly.,3,-0.232618709
Alan Wan,For a small airport this lounge was excellent. It was elegant clean and had a respectable selection of food and beverage.,4,0.550519389
Christopher Slater-Walker,The worst business lounge I've ever seen. There is little food available,,
O Ekland,At OSL BA uses the OSL lounge (owned by airport authorities). I often take the late BA flight to LHR after work. If hungry eat somewhere else - food and beverages are below standard for BA lounges. Decent selection of newspapers. Best feature: The lounge is wonderfully quiet. So worth visiting after long day at work to wind down before the flight. Very comfortable chairs and sofas (though not particularly modern or elegant) and a quiet atmosphere. I like it. About  mins walk to BA gates from lounge.,4,0.550519389
C Padeste,The quality of the food is dropping every time I spend some times in this lounge. Chilli con carne without proper rice ice cream fridge empty quality of wine getting lower and lower. I also found surprising that nothing is done in the last year to fix some power sockets that do not work (next to seat or on the PC table). It seems that BA believe that quality of service is not important for the price of ticket you have to pay. Maybe they will have a wake-up call like Lufthansa when people will fly different airlines.,3,-0.232618709
K Sveningsen,I think the standard has gone downhill. It's not as clean as before. The wine is mediocre. No bread or nice cheese. The coffee beans are not the same. No more nice different cookies just a pot with a cookie that's has the taste of nothing. I was happy to pay the price for Club to be able to get in. But as for now no way.,3,-0.232618709
Saiyed Dean,"Well below expectation for a First/Business class lounge. Poor food and beverage choice and very limited options for an international traveller. China Southern Airlines Staff at lounge desk do not communicate at all. Poor communication and very, very limited English spoken. Unable to communicate when there are delays or changes. Very poor announcements made. Speaker was broken and sitting behind a cabinet so added to the poor English, unable to hear what was being said. Could not connect to Wifi - staff unhelpful, unwilling to assist. Due to  hour delay in flight this was a very painful experience to be stuck here for  hours !",1,-1.798894906
Alan Wan,Plenty of light snacks of crisps flapjacks brownies biscuits and soup. The choice of drinks was impressive choice of wines beers and spirits. The lounge ambience was not the best but very functional. Something to note if you arrive early the check in desks may not be open until a couple of hours before departure and the self service machines will no longer be available.,4,0.550519389
H Blumenthal,You need to have the One World Gold card to access this lounge if you're travelling business class. Lounge offers space,,
R King,Spotlessly clean relaxing and fantastic views of airside and runway. Service by staff very friendly and welcoming. There is storage for your luggage if you want to dump everything and relax or walkabout (though Newark airport has few shops/duty-free). Lounge only has  shower. The food really was amazing. Worth getting to the airport early enough to eat.,5,1.333657488
Peter Elliott,"Our transit stop of  hours turned into  due to aircraft delays. The lounge is on  levels with main eating downstairs and more limited offerings upstairs. The food for evening meal was mainly Asian style but most westerners would find something of their liking. There is not much of a variety of wine and alcohol but plenty of juice, soft drink and tea/coffee. Showers are available but you need to book at lounge reception. The lounge is reasonably comfortable and there is a free massage chair. There was one newspaper printed in English.",6,2.116795586
P Carpenter,Used twice tired lounge with electric sockets rather tired (upstairs the seat lighting kept not working as plugs fell out). Showers good but have seen wear. Massage chairs good. A lot of cleaners with minimal English and one or two higher staff who have okay english.,3,-0.232618709
S Avant,In a very basic cold airport this lounge was just okay. As its not very busy there seemed to be enough seating and is fairly comfortable. Staff are tolerant of us but not endearing. The food was fine if you didn't want anything European and there was no alcohol to speak off other than a white red and Kirrin Beer. The classic is that they have a closed smoking room that everyone was using. Each time we left the lounge to stretch our legs we were challenged on our return to show that we were entitled to be there. Just like China Southern their lounge is okay if you can get your head around the fact that its a Chinese airline not a European one!,3,-0.232618709
Alan Wan,Very spacious and great views. We experienced breakfast and lunch which were adequate but not as good as the Heathrow T lounge. The hot food was too limited. Porridge and soup offerings were tasty and nice champagne.,4,0.550519389
C Lambie,Use this lounge - times a month and position is okay subject to which A gates you board from. It is cramped not just at peak times and BA seem to have become complacent about improving this. Toilets can be very risky unless you catch at the moment they have just been cleaned and often filthy and unpleasant. Food is at Travelodge level (UK travellers will know what I mean) and fails to match standards at some better European airline lounges. Staff at reception only want to see a card or boarding pass and I think these must be the ones that didn't make the grade at charm school. Don't get me wrong I like BA but their lounge standards (including First) here at Terminal  are now poor.,2,-1.015756808
Paul Whiteley,I appreciate this lounge is never going to be empty but I always find the lounge too busy to be comfortable. On my last visit just before New Year cups and glasses took a relative age to be removed and the food choices seemed less than usual along with having to queue to use the toilet. I've had decent stays in this lounge but the last two visits haven't been relaxing or pleasurable. It's got to the point where I've ended up at the Espresso cafe at the very end of the southern part of T.,3,-0.232618709
G Wang,The lounge is spacious - about - seats. The sofas are comfortable and the room is clean. A refrigerator is stocked with - different types of beverages. The food is more a brunch style with several Chinese style breakfast items and a few western style lunch options. I was not hungry that day and I only tried the breakfast porridge and dessert cake. They were both good. The internet is fast with good signal strength.,4,0.550519389
J Whiteley,Quite basic no frills. Breakfast is poor staff are not friendly. Seats are ok if I had to spend a long time in this Lounge I would not be happy.,2,-1.015756808
Anthony Yung,It's peaceful spacious good airport view. Friendly and courteous staff escort you from entry had a nice snack dinner took a  minute nap and attendant woke me for boarding.,5,1.333657488
Paul Whiteley,BA use the JAL Sakura Business Lounge at NRT. Spacious clean and a separate dining area if one wanted to eat. Decent tarmac views. Nice lounge and a pleasant way to spend an hour or so.,4,0.550519389
D Chamberlain,Disappointing and poor quality. From the challenge in finding the lounge to the surly receptionist to the very poor range of snacks this was a real disappointment. I was flying British Airways and it is to be hoped that they will try to persuade the airport to improve this lounge. Small in size basic in furnishings poorly lit. One bottle of wine only in the whole lounge and a choice of one type of beer. Snacks with very little choice and poor quality. Lavatories were outside of the lounge. Unhelpful staff.,2,-1.015756808
D Chamberlain,Much improve. They have enlarged the lounge and offer a reasonable range of snacks sandwiches and drinks. The beer/wine is fine and the snacks of a good quality. Friendly staff and excellently located. Clean well maintained. I suspect they will need to upgrade it more for the  World Cup as it is relatively basic by some standards but is none the less safe quiet clean and friendly. I have been to this lounge many times -it does its job.,3,-0.232618709
Barry Keating,My visit was from -hrs. At that time it was not crowded and the service level by staff and the food was excellent. Quick tip - On arrival at the lounge book the Clairol  minute massage or facial this is free. All in all a very good experience.,4,0.550519389
C Sato,I and my husband travelled from LA to Tokyo via Guangzhou on last week. Their lounge is one of the best lounge we have been in. The staff were very helpful. We could spent a good time in classy place.,5,1.333657488
V Hinkov,Beijing-Brisbane via Guangzhou in C class. It looks really amazing very comfortable both upstairs and downstairs. I also had a shower It was the best shower room at airline lounge. Boarding information behind mirror - wow really impressive. But the service at this lounge is just not up the standard. Staff cold and not helpful particular the chef. He was rude and unhelpful I ordered some dumplings on the menu but until my flight start boarding I did not see dumpling anywhere. All in all great facility but unacceptable service.,4,0.550519389
Chris Willett,I am a gold member with BA. On th December I was flying to Tampa with my wife and three youngsters that we care for access to the lounge was denied which I accepted but not having seen the notice not to remove refreshments when I took three small soft drinks and three packets of crisps out to the children I was virtually attacked on my return with a BA staff member waving his finger at me stating it was a massive No no for me to do this. I was publicly humiliated with his loud out burst for what I thought to be a small crime! The staff member was rude arrogant and had zero customer service skills I would like to name and shame but feel this would lower me to his level. On our quick exit I did point out to him that I had seen numerous other clients taking stock from the lounge but this observation was ignored. BA have responded to my complaint stating that they have passed my concerns onto the LGW management team.,2,-1.015756808
